# Mains_Frequency_(Hz) =,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sample_Frequency_(Hz) =,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Filter_Delay_(ms) =,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sensor_Data_Units =,uV,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Headset_Name =,DSI-24 SN:3129,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data_Logger =,DSI-Streamer-v.1.08.120,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date =,8/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Time =, 12:21:15.311 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Patient_ID =,X M 01-JAN-2000 X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Record_ID =,Startdate 13-AUG-2025 EEG_XX X X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments =,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference location:,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trigger Source,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Channel_Number =,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,CMF,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3:,X2:REOG,F7,F8,X1:LEOG,A2,T6,T4,Pz,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
0.3100,27.6,2.1,86.5,50.4,55.7,-3.3,8.7,27.5,-1115.6,1.5,173.2,146.6,-23.7,-38.7,6.0,-44.9,-9.9,-3435.0,145.0,-9.0,-2319.3,-25.5,-20.4,-53.5,0,0,564,0,101,0,
0.3133,-32.1,-43.7,62.8,37.5,31.5,-29.1,-22.1,43.9,-1190.0,-15.8,144.5,121.5,-60.2,-67.8,-23.9,-74.9,-9.9,-3447.0,123.5,-14.0,-2328.3,-38.4,-54.3,-57.7,0,0,570,0,102,0,
0.3167,-3.9,-67.1,59.0,19.2,34.5,-30.6,-31.4,-15.2,-892.5,-18.2,151.1,128.4,-62.0,-63.9,-23.9,-73.7,-9.6,-3473.4,119.9,-26.6,-2355.0,-37.8,-52.2,-72.9,0,0,576,0,103,0,
0.3200,24.9,-17.4,87.1,60.9,60.2,4.2,6.6,47.5,-1264.4,14.9,171.7,149.0,-13.8,-44.1,3.9,-44.0,-9.9,-3458.1,147.7,5.7,-2343.9,-23.7,-25.5,-43.0,0,0,582,0,104,0,
0.3233,-34.5,-53.3,62.5,32.1,34.5,-35.7,-27.8,33.2,-1190.0,-26.3,147.8,121.5,-38.9,-69.0,-28.7,-77.6,-9.6,-3483.9,120.8,-18.5,-2370.0,-48.2,-56.4,-74.4,0,0,588,0,105,0,
0.3267,13.8,-33.8,87.7,45.0,60.8,-15.3,-7.2,8.7,-892.5,6.9,175.3,152.9,-21.9,-41.1,-0.3,-57.2,-9.6,-3440.7,143.5,-6.0,-2329.8,-14.1,-35.4,-54.1,0,0,594,0,106,0,
0.3300,-3.3,-12.0,82.0,54.9,47.0,-8.1,-11.1,53.5,-1338.8,-6.3,161.0,135.0,-21.9,-53.7,-15.8,-72.5,-9.9,-3452.7,140.5,-3.9,-2341.8,-39.0,-49.2,-69.0,0,0,600,0,107,0,
0.3333,10.5,-20.4,94.6,60.0,70.7,11.7,-2.7,48.1,-1115.6,17.0,181.9,159.2,-15.0,-41.4,-12.9,-59.6,-9.6,-3411.3,154.6,10.5,-2299.5,-9.3,-36.6,-49.6,0,0,606,0,108,0,
0.3367,10.2,-42.5,67.0,29.7,39.9,-39.8,-24.5,-3.9,-1190.0,-12.3,151.7,131.4,-39.2,-59.4,-26.0,-78.2,-9.6,-3458.4,123.2,-18.2,-2346.9,-36.9,-51.6,-55.9,0,0,612,0,109,0,
0.3400,13.5,7.8,102.6,76.8,71.9,7.2,10.5,86.9,-1264.4,6.3,178.3,152.9,4.2,-26.7,5.1,-52.4,-9.3,-3425.7,162.1,25.4,-2309.7,-10.2,-30.0,-39.8,0,0,618,0,110,0,
0.3433,-27.6,-47.3,69.1,23.4,36.6,-39.5,-37.1,1.5,-1115.6,-0.6,154.7,126.0,-41.6,-59.1,-30.5,-86.9,-9.6,-3449.1,128.9,-25.4,-2335.8,-38.7,-59.4,-61.0,0,0,624,0,111,0,
0.3467,11.7,-18.9,78.1,46.8,53.3,-2.7,-9.0,26.0,-1115.6,3.9,160.1,133.2,-24.9,-35.4,-13.1,-71.9,-9.9,-3450.9,139.3,-9.0,-2339.4,-32.1,-48.6,-52.3,0,0,630,0,112,0,
0.3500,12.6,-5.1,92.8,66.9,62.6,0.9,1.5,74.4,-1190.0,25.4,172.3,145.1,-10.2,-24.0,1.5,-55.1,-9.6,-3414.3,155.8,12.6,-2300.1,-10.2,-33.9,-44.5,0,0,636,0,113,0,
0.3533,-25.2,-67.7,40.1,-4.5,13.2,-53.0,-50.5,-33.8,-966.9,-36.2,126.0,98.5,-67.7,-75.9,-41.5,-96.1,-9.6,-3482.4,101.0,-53.2,-2370.3,-52.1,-70.5,-78.0,0,0,642,0,114,0,
0.3567,39.3,9.9,101.1,79.8,78.5,19.5,21.8,68.7,-1264.4,38.0,181.3,159.5,0.9,-11.7,25.4,-34.1,-9.6,-3419.4,161.2,31.7,-2304.3,9.9,-7.8,-27.8,0,0,648,0,115,0,
0.3600,-51.3,-59.9,47.6,14.1,19.5,-39.5,-41.6,16.1,-1190.0,-21.8,130.8,103.9,-57.5,-66.0,-36.2,-90.8,-9.6,-3479.4,107.0,-32.9,-2360.1,-48.5,-65.7,-88.2,0,0,654,0,116,0,
0.3633,7.2,-37.7,68.2,30.0,45.8,-6.9,-13.2,-4.5,-1041.3,10.2,154.4,127.5,-34.1,-46.2,-12.6,-59.6,-9.9,-3438.9,128.3,-24.8,-2334.0,-23.7,-35.4,-52.3,0,0,660,0,117,0,
0.3667,13.2,-18.6,78.7,53.4,47.0,-12.3,-2.7,56.8,-1115.6,-3.0,152.3,123.3,-27.6,-45.0,-3.3,-55.4,-9.6,-3447.6,136.9,-5.7,-2332.5,-24.0,-33.0,-44.2,0,0,666,0,118,0,
0.3700,-27.3,-56.3,50.3,10.8,22.2,-47.9,-38.6,0.6,-1115.6,-23.0,130.5,103.6,-50.9,-72.6,-34.4,-79.7,-9.9,-3479.4,108.5,-46.3,-2367.3,-45.0,-59.1,-81.9,0,0,672,0,119,0,
0.3733,27.6,-19.8,80.8,39.6,51.5,-16.2,-5.7,12.8,-1115.6,1.2,155.6,128.1,-17.7,-41.4,-4.2,-53.9,-9.6,-3461.4,139.0,-19.1,-2346.6,-29.7,-33.3,-52.3,0,0,678,0,120,0,
0.3767,-33.6,-23.1,53.0,28.2,23.1,-33.0,-21.8,40.6,-1338.8,-23.6,124.2,99.4,-57.5,-70.2,-30.2,-79.4,-9.6,-3445.2,107.6,-30.2,-2332.2,-56.9,-57.6,-77.4,0,0,684,0,121,0,
0.3800,-10.2,-57.2,59.8,18.9,38.7,-25.8,-20.0,-3.6,-966.9,3.0,145.4,118.3,-34.1,-50.7,-14.9,-62.9,-9.9,-3449.7,118.1,-35.9,-2336.1,-39.3,-44.7,-64.0,0,0,690,0,122,0,
0.3833,9.3,-50.9,55.1,22.5,23.1,-35.7,-23.6,9.3,-1190.0,-16.4,130.5,101.2,-43.1,-68.4,-28.7,-73.7,-9.6,-3472.8,114.5,-39.1,-2351.7,-41.4,-53.7,-75.3,0,0,696,0,123,0,
0.3867,2.1,-20.1,84.1,52.8,48.8,-14.1,0.3,60.6,-1115.6,6.6,156.5,130.5,-18.9,-40.5,-4.8,-46.7,-9.9,-3416.1,139.9,-3.3,-2304.9,-14.4,-28.5,-53.8,0,0,702,0,124,0,
0.3900,-11.1,-62.0,45.2,1.2,15.9,-53.0,-41.0,-32.6,-1041.3,-19.1,129.9,98.8,-54.2,-69.9,-39.1,-79.1,-9.6,-3464.1,105.8,-52.3,-2355.6,-45.3,-60.3,-92.7,0,0,708,0,125,0,
0.3933,15.3,-4.8,87.1,60.3,54.5,-12.0,3.9,54.4,-1264.4,12.9,159.8,132.3,-16.5,-36.9,2.4,-42.8,-9.9,-3425.4,144.4,-1.5,-2312.1,-12.9,-21.9,-39.8,0,0,714,0,126,0,
0.3967,-16.5,-17.7,68.8,32.7,39.3,-18.6,-22.4,30.8,-966.9,3.3,142.4,113.8,-35.3,-51.3,-20.3,-63.5,-9.9,-3436.8,125.0,-26.3,-2321.1,-30.6,-43.8,-73.2,0,0,720,0,127,0,
0.4000,12.0,-56.9,51.5,12.0,23.4,-47.0,-38.3,-25.1,-892.5,-17.3,132.6,104.5,-44.6,-64.8,-32.6,-76.7,-9.6,-3454.2,109.1,-45.7,-2338.2,-40.5,-58.5,-85.5,0,0,726,0,128,0,
0.4033,34.2,5.7,101.7,76.2,67.1,0.6,17.9,80.3,-1190.0,37.4,173.5,142.7,3.3,-11.7,14.3,-30.9,-9.6,-3393.9,166.9,13.7,-2280.0,-9.6,-6.3,-43.9,0,0,732,0,129,0,
0.4067,-39.0,-80.5,28.4,-7.5,3.6,-68.0,-61.3,-29.6,-1115.6,-24.2,111.4,83.0,-68.0,-79.2,-51.7,-98.5,-10.2,-3487.5,86.9,-63.6,-2370.6,-61.4,-85.2,-84.0,0,0,738,0,130,0,
0.4100,33.6,-5.1,86.2,48.0,53.6,-14.4,-2.1,22.7,-1115.6,21.2,161.3,130.5,-5.4,-29.4,9.6,-43.1,-9.6,-3456.6,141.7,-14.3,-2344.5,-17.7,-28.5,-58.3,0,0,744,0,131,0,
0.4133,-24.6,-29.0,59.3,30.9,26.1,-29.4,-26.0,40.6,-1264.4,-14.4,128.7,102.7,-23.7,-57.6,-20.0,-72.8,-9.9,-3488.4,116.3,-21.2,-2366.4,-42.6,-59.1,-86.1,0,0,750,0,132,0,
0.4167,1.5,-58.4,50.0,8.7,25.2,-47.0,-35.3,-20.6,-743.8,-8.1,131.1,102.1,-48.8,-56.4,-22.4,-72.5,-9.9,-3475.5,109.7,-50.2,-2359.5,-38.7,-51.6,-76.5,0,0,756,0,133,0,
0.4200,31.2,-11.7,78.4,49.2,49.7,-13.8,0.9,40.9,-1190.0,7.5,152.6,125.7,-20.7,-40.5,-0.3,-49.1,-9.6,-3426.6,138.7,-14.3,-2306.7,-11.4,-30.6,-46.6,0,0,762,0,134,0,
0.4233,-35.1,-53.9,47.3,17.4,21.6,-42.2,-29.6,24.2,-1264.4,-21.8,123.9,97.9,-47.9,-71.1,-33.5,-81.5,-9.3,-3459.6,105.5,-38.5,-2338.2,-48.2,-52.8,-64.9,0,0,768,0,135,0,
0.4267,13.2,-29.6,72.4,30.0,47.6,-21.9,-13.2,-2.1,-966.9,4.8,152.3,124.5,-21.9,-42.3,-7.2,-57.8,-9.6,-3441.6,128.6,-21.2,-2324.7,-21.3,-34.5,-51.7,0,0,774,0,136,0,
0.4300,-11.7,-21.9,61.3,38.4,34.2,-28.5,-21.2,35.2,-1413.1,-19.4,132.9,105.4,-31.7,-60.9,-22.1,-77.0,-9.6,-3465.0,117.5,-22.7,-2349.6,-47.3,-53.7,-71.4,0,0,780,0,137,0,
0.4333,2.4,-33.8,73.3,42.3,50.6,-23.1,-14.7,28.7,-966.9,11.1,153.5,128.1,-26.4,-40.2,-3.9,-59.6,-9.6,-3440.7,135.5,-10.2,-2322.6,-12.3,-38.1,-51.1,0,0,786,0,138,0,
0.4367,3.6,-46.4,54.8,16.5,27.9,-41.3,-34.1,-16.1,-1115.6,-3.9,133.8,106.6,-48.2,-71.1,-35.9,-80.0,-9.6,-3475.8,114.2,-40.0,-2352.6,-39.9,-56.1,-78.9,0,0,792,0,139,0,
0.4400,4.2,0.3,88.9,66.9,59.3,0.6,3.3,73.5,-1264.4,17.0,163.1,131.7,-10.2,-36.6,-1.2,-48.2,-9.9,-3421.8,151.3,6.6,-2302.5,-10.2,-24.3,-43.0,0,0,798,0,140,0,
0.4433,-33.0,-55.1,53.9,14.7,31.2,-46.1,-40.1,-9.3,-966.9,-17.9,135.6,108.7,-52.1,-69.9,-34.7,-79.7,-9.6,-3466.8,115.1,-34.1,-2349.3,-32.1,-54.3,-70.8,0,0,804,0,141,0,
0.4467,4.5,-20.1,63.7,34.5,37.5,-28.8,-20.3,14.0,-1115.6,-1.2,141.3,110.5,-27.3,-53.4,-16.7,-65.6,-9.3,-3462.0,125.9,-23.9,-2342.1,-31.8,-44.1,-61.3,0,0,810,0,142,0,
0.4500,9.9,-12.6,84.4,59.7,57.8,-4.8,-1.5,67.5,-1190.0,11.7,154.4,132.9,-14.1,-42.3,0.0,-48.5,-9.6,-3441.9,145.0,13.4,-2328.3,-15.6,-29.4,-46.0,0,0,816,0,143,0,
0.4533,-28.2,-76.9,27.2,-12.0,8.4,-67.4,-57.4,-42.4,-1115.6,-31.7,111.4,83.9,-76.7,-81.9,-47.2,-95.8,-9.9,-3493.5,85.1,-63.3,-2373.9,-54.5,-78.0,-93.6,0,0,822,0,144,0,
0.4567,38.1,16.5,94.9,67.2,69.2,18.3,20.0,69.0,-1115.6,17.3,166.0,137.1,-10.2,-22.2,18.8,-29.7,-9.6,-3460.8,148.3,6.6,-2333.7,-3.0,-14.4,-31.1,0,0,828,0,145,0,
0.4600,-55.2,-57.2,30.2,4.2,10.5,-48.5,-43.1,11.1,-1264.4,-33.5,106.6,82.1,-62.9,-76.5,-40.9,-91.7,-9.9,-3497.7,89.6,-50.8,-2377.5,-60.2,-73.8,-92.7,0,0,834,0,146,0,
0.4633,7.5,-28.7,62.2,21.0,41.1,-30.9,-15.9,-3.0,-966.9,3.9,140.1,114.7,-33.2,-47.4,-11.4,-62.3,-9.3,-3484.5,120.8,-32.9,-2362.2,-31.5,-45.3,-62.5,0,0,840,0,147,0,
0.4667,10.2,-18.9,66.1,46.2,43.8,-9.3,-3.3,57.0,-1264.4,-2.7,138.9,113.2,-25.2,-44.7,-8.1,-60.5,-9.9,-3436.8,126.8,-17.9,-2319.0,-33.3,-43.2,-59.2,0,0,846,0,148,0,
0.4700,-32.1,-61.1,39.5,5.7,18.3,-56.0,-43.1,-3.0,-1115.6,-23.6,119.5,90.5,-56.3,-67.2,-36.8,-85.7,-9.6,-3475.5,98.6,-50.2,-2352.6,-47.3,-70.2,-87.3,0,0,852,0,149,0,
0.4733,24.9,-20.4,70.3,39.6,52.1,1.8,-4.2,16.1,-1115.6,15.5,146.3,116.8,-23.1,-42.9,-2.1,-53.3,-9.9,-3453.9,129.5,-19.4,-2330.4,-17.4,-39.3,-61.3,0,0,858,0,150,0,
0.4767,-37.2,-33.8,50.3,25.8,24.6,-37.4,-28.1,45.1,-1338.8,-27.5,119.2,91.1,-36.2,-54.9,-25.1,-78.5,-9.3,-3471.6,110.6,-37.1,-2348.4,-48.5,-64.2,-83.1,0,0,864,0,151,0,
0.4800,-6.3,-17.1,65.8,26.4,47.9,-29.4,-20.0,6.9,-892.5,6.3,145.1,116.8,-25.5,-42.6,-12.6,-60.8,-9.6,-3447.0,128.9,-24.2,-2328.9,-24.6,-41.4,-57.1,0,0,870,0,152,0,
0.4833,4.2,-38.3,53.6,24.3,30.3,-28.8,-20.0,14.0,-1115.6,-11.7,125.7,100.3,-37.7,-66.6,-20.3,-70.4,-9.6,-3465.0,111.5,-29.6,-2349.0,-26.4,-47.1,-63.4,0,0,876,0,153,0,
0.4867,-2.4,-9.6,80.2,52.5,56.9,-3.3,3.0,68.7,-1190.0,9.3,150.5,124.5,-10.2,-36.6,4.5,-45.5,-9.9,-3422.4,141.7,-2.4,-2300.7,-2.4,-24.6,-38.6,0,0,882,0,154,0,
0.4900,-13.8,-44.6,48.2,1.5,24.6,-48.8,-39.5,-23.6,-892.5,-15.2,124.8,97.9,-51.5,-65.4,-29.3,-78.8,-9.9,-3478.5,106.1,-47.8,-2361.3,-39.9,-58.2,-74.7,0,0,888,0,155,0,
0.4933,3.6,-2.7,82.6,54.9,54.5,-3.0,6.0,60.0,-1413.1,5.4,151.1,120.9,-32.9,-40.5,0.6,-47.9,-9.9,-3440.1,142.0,-7.5,-2319.6,-17.1,-27.3,-43.0,0,0,894,0,156,0,
0.4967,-29.4,-37.1,61.9,30.0,42.9,-23.4,-15.6,32.6,-1115.6,1.8,137.4,109.9,-43.1,-51.3,-16.1,-64.7,-9.9,-3438.6,121.4,-25.4,-2328.9,-29.4,-41.1,-67.6,0,0,900,0,157,0,
0.5000,-2.7,-51.2,38.9,1.8,21.3,-37.4,-33.2,-23.6,-1115.6,-24.5,116.2,89.3,-52.7,-72.6,-35.9,-80.3,-9.9,-3487.5,98.9,-53.2,-2370.3,-55.7,-60.0,-78.6,0,0,906,0,158,0,
0.5033,24.9,11.7,91.3,69.9,69.5,12.9,24.8,84.2,-1190.0,26.9,161.9,135.0,8.1,-22.2,17.6,-31.4,-9.6,-3430.8,154.0,11.1,-2310.9,-4.5,-3.9,-38.6,0,0,912,0,159,0,
0.5067,-50.7,-74.2,20.3,-18.0,0.6,-59.0,-55.3,-26.9,-1115.6,-36.8,98.2,71.4,-63.5,-85.2,-51.1,-98.8,-9.6,-3490.8,83.3,-68.4,-2372.1,-57.5,-75.3,-88.8,0,0,918,0,160,0,
0.5100,27.9,0.0,81.1,47.7,60.2,-7.2,4.8,28.1,-1041.3,16.4,156.2,127.5,-4.2,-27.0,8.7,-40.7,-9.6,-3444.6,145.9,-9.0,-2326.5,-13.5,-21.9,-39.2,0,0,924,0,161,0,
0.5133,-30.3,-21.0,54.8,26.7,20.4,-34.5,-23.9,44.2,-1338.8,-12.3,123.3,90.8,-28.4,-63.9,-22.4,-73.1,-9.6,-3485.7,118.4,-36.5,-2365.8,-47.6,-52.2,-75.9,0,0,930,0,162,0,
0.5167,-7.8,-46.7,46.1,4.2,19.2,-56.3,-39.5,-21.8,-966.9,-11.4,126.3,88.7,-49.7,-64.2,-28.4,-77.6,-9.9,-3483.3,107.3,-59.2,-2367.9,-44.7,-58.2,-81.0,0,0,936,0,163,0,
0.5200,25.5,-2.1,74.5,46.5,42.6,-12.6,0.3,38.2,-1264.4,0.6,136.5,103.3,-29.3,-38.7,4.2,-51.5,-9.6,-3453.6,133.4,-25.4,-2335.5,-27.0,-30.6,-53.2,0,0,942,0,164,0,
0.5233,-36.9,-12.0,46.4,16.8,20.4,-41.3,-38.9,26.3,-1190.0,-15.2,110.8,85.4,-57.5,-69.6,-33.2,-85.7,-9.3,-3480.9,101.0,-40.0,-2358.6,-47.6,-67.2,-84.0,0,0,948,0,165,0,
0.5267,7.8,-35.0,69.4,31.2,54.5,-19.5,-17.0,-3.9,-1041.3,-8.7,150.2,127.5,-26.7,-39.0,-5.4,-59.0,-9.6,-3455.7,127.7,-12.8,-2338.8,-12.0,-37.5,-52.9,0,0,954,0,166,0,
0.5300,-11.4,-34.4,58.7,39.3,41.4,-15.3,-18.5,38.5,-1338.8,-17.3,126.6,102.7,-32.6,-54.3,-14.6,-72.8,-9.6,-3470.1,116.6,-17.3,-2353.2,-38.1,-53.7,-62.8,0,0,960,0,167,0,
0.5333,3.0,-29.6,69.7,45.3,59.3,-13.8,-13.2,35.5,-1115.6,4.5,148.7,127.5,-27.6,-44.4,-11.4,-61.7,-9.6,-3447.9,122.0,-4.5,-2333.4,-10.2,-38.4,-39.8,0,0,966,0,168,0,
0.5367,10.2,-27.2,59.8,25.8,44.1,-25.8,-31.7,-8.7,-966.9,-29.0,130.5,111.4,-36.8,-65.4,-33.2,-84.8,-9.9,-3487.2,110.3,-25.1,-2370.6,-38.7,-57.9,-63.1,0,0,972,0,169,0,
0.5400,10.5,-1.5,91.6,75.6,77.6,13.5,9.0,79.2,-1264.4,22.1,168.4,147.8,-12.3,-34.2,2.4,-50.6,-9.6,-3436.2,151.6,26.3,-2326.2,-4.5,-24.9,-25.7,0,0,978,0,170,0,
0.5433,-23.4,-51.8,60.4,25.2,44.9,-37.2,-33.2,-2.1,-966.9,3.0,145.1,125.7,-45.5,-61.8,-28.1,-77.9,-9.9,-3473.7,117.8,-19.4,-2357.1,-32.4,-54.9,-58.6,0,0,984,0,171,0,
0.5467,8.1,-22.8,65.5,39.3,51.5,-5.4,-12.9,12.5,-1115.6,-9.6,144.8,120.9,-32.0,-52.8,-15.8,-66.2,-9.6,-3476.7,123.2,-16.7,-2363.1,-33.0,-45.6,-59.8,0,0,990,0,172,0,
0.5500,12.6,-6.6,84.7,58.5,60.8,6.0,4.8,66.0,-1115.6,8.7,156.8,133.8,-16.8,-36.9,3.3,-50.6,-9.6,-3458.4,141.1,7.2,-2346.0,-17.1,-29.4,-46.3,0,0,996,0,173,0,
0.5533,-26.1,-70.1,27.2,-15.3,5.4,-81.2,-58.6,-46.0,-966.9,-44.2,106.6,81.2,-71.9,-82.8,-45.7,-95.8,-9.6,-3532.2,79.7,-69.0,-2412.0,-56.3,-75.9,-91.8,0,0,1002,0,174,0,
0.5567,36.6,12.6,88.3,60.6,64.1,10.2,18.2,61.2,-1190.0,13.8,156.5,130.8,-2.1,-26.4,16.1,-39.2,-9.6,-3454.2,145.9,-7.5,-2339.7,-12.3,-16.2,-38.3,0,0,1008,0,175,0,
0.5600,-56.4,-60.5,30.5,-5.7,4.2,-58.4,-46.7,2.7,-1338.8,-33.5,101.2,74.1,-62.9,-84.3,-44.5,-96.1,-10.2,-3506.4,86.6,-59.8,-2385.3,-64.4,-76.2,-103.1,0,0,1014,0,176,0,
0.5633,6.3,-22.2,59.6,15.0,31.2,-35.7,-20.6,-11.6,-1041.3,-12.0,129.0,104.2,-35.6,-51.6,-13.1,-61.4,-9.6,-3488.4,108.8,-41.8,-2371.5,-30.3,-46.2,-60.1,0,0,1020,0,177,0,
0.5667,11.1,-14.4,67.6,39.6,35.7,-25.5,-9.9,51.7,-1264.4,-6.6,134.1,108.1,-36.2,-56.1,-11.1,-61.7,-9.6,-3441.0,123.2,-20.9,-2327.1,-24.9,-41.1,-57.4,0,0,1026,0,178,0,
0.5700,-28.2,-42.8,39.5,-0.3,14.1,-54.5,-42.2,-0.3,-1041.3,-20.0,114.1,89.3,-56.9,-74.4,-35.6,-85.4,-9.6,-3469.8,93.5,-53.2,-2350.5,-42.0,-63.3,-80.1,0,0,1032,0,179,0,
0.5733,33.3,-4.8,74.2,34.5,47.9,-19.5,-6.3,13.4,-1190.0,15.8,144.8,120.3,-26.4,-41.1,-0.3,-52.1,-9.6,-3449.4,129.5,-20.0,-2337.9,-14.7,-33.0,-52.6,0,0,1038,0,180,0,
0.5767,-35.4,-35.6,53.3,26.7,24.9,-30.0,-24.8,40.6,-1413.1,-18.5,120.6,96.2,-33.8,-66.6,-24.8,-73.7,-9.6,-3471.9,112.1,-27.8,-2364.0,-33.9,-57.3,-76.2,0,0,1044,0,181,0,
0.5800,-6.0,-38.3,65.2,24.6,45.5,-29.4,-21.5,0.6,-1041.3,5.1,144.8,121.2,-33.2,-45.0,-9.6,-57.2,-10.2,-3455.4,121.1,-20.6,-2335.5,-16.5,-41.4,-58.0,0,0,1050,0,182,0,
0.5833,9.6,-29.3,54.5,23.7,29.4,-33.0,-26.0,12.2,-1115.6,-8.1,126.9,102.4,-44.6,-63.3,-20.9,-71.6,-9.9,-3473.7,108.8,-28.1,-2361.0,-29.7,-58.2,-75.0,0,0,1056,0,183,0,
0.5867,0.6,-6.0,82.6,51.6,54.2,-8.4,-5.7,59.7,-1264.4,12.9,151.7,126.6,-15.9,-34.5,-0.9,-54.8,-9.6,-3450.0,139.6,-2.1,-2330.7,-17.7,-36.6,-57.7,0,0,1062,0,184,0,
0.5900,-12.3,-47.0,47.6,3.6,26.1,-44.0,-41.3,-24.2,-1190.0,-17.3,125.1,98.8,-50.0,-62.7,-32.0,-79.7,-9.6,-3498.6,100.1,-43.0,-2377.8,-44.1,-64.8,-74.4,0,0,1068,0,185,0,
0.5933,6.0,1.5,84.4,54.6,53.9,-6.9,-1.2,57.3,-1413.1,7.5,149.9,123.9,-7.5,-34.5,-4.2,-54.5,-9.6,-3456.0,138.4,-4.8,-2339.4,-18.9,-37.2,-50.8,0,0,1074,0,186,0,
0.5967,-24.6,-32.9,62.5,32.4,45.8,-27.6,-23.0,30.8,-1190.0,7.5,140.4,115.3,-30.5,-50.7,-18.2,-65.9,-9.9,-3467.1,119.3,-17.0,-2348.1,-25.5,-50.7,-63.4,0,0,1080,0,187,0,
0.6000,3.0,-46.1,45.2,8.1,30.3,-38.0,-38.0,-22.7,-892.5,-12.9,121.8,99.4,-49.1,-69.0,-29.9,-78.8,-9.9,-3481.8,99.8,-43.9,-2371.2,-36.0,-60.6,-83.1,0,0,1086,0,188,0,
0.6033,27.3,16.8,97.0,73.2,74.6,18.0,19.1,84.2,-1264.4,29.9,166.0,140.7,1.2,-20.7,19.1,-32.3,-9.6,-3422.1,152.8,18.5,-2311.8,3.9,-14.7,-21.5,0,0,1092,0,189,0,
0.6067,-48.3,-75.1,29.0,-12.9,10.8,-66.8,-58.6,-23.0,-1115.6,-20.3,104.8,82.1,-72.2,-86.7,-44.5,-96.4,-9.9,-3495.0,81.2,-57.7,-2379.3,-54.5,-77.7,-84.9,0,0,1098,0,190,0,
0.6100,26.4,0.6,82.6,47.1,62.9,-3.6,1.5,28.7,-1115.6,15.2,153.5,130.5,-6.3,-28.2,16.4,-38.0,-9.9,-3450.0,135.2,-4.8,-2335.5,-4.2,-26.1,-37.7,0,0,1104,0,191,0,
0.6133,-31.2,-26.9,55.7,31.5,35.7,-24.0,-25.1,46.3,-1190.0,-17.3,121.5,102.4,-46.4,-59.1,-14.3,-71.0,-9.6,-3464.7,109.1,-21.2,-2349.3,-33.9,-52.5,-63.7,0,0,1110,0,192,0,
0.6167,-7.2,-54.2,45.5,3.9,30.0,-51.8,-44.0,-19.4,-966.9,-11.1,123.3,103.3,-47.9,-61.5,-17.0,-70.7,-9.6,-3484.2,101.0,-41.2,-2371.5,-23.4,-52.5,-59.5,0,0,1116,0,193,0,
0.6200,25.8,-7.8,73.6,47.1,55.1,-14.4,-9.3,35.8,-1190.0,-1.2,149.3,123.6,-15.0,-36.0,9.0,-47.0,-9.6,-3456.6,132.5,-2.4,-2339.4,-13.2,-28.5,-42.1,0,0,1122,0,194,0,
0.6233,-37.8,-45.8,43.4,17.4,24.0,-46.1,-39.8,19.7,-1190.0,-19.1,118.9,95.0,-47.6,-66.3,-23.3,-76.1,-9.9,-3480.0,100.1,-32.0,-2364.6,-36.0,-58.2,-70.5,0,0,1128,0,195,0,
0.6267,11.4,-27.2,66.1,29.4,48.5,-28.5,-17.3,-5.4,-892.5,4.5,142.1,123.6,-29.6,-37.5,3.0,-47.3,-9.6,-3468.3,121.7,-26.0,-2343.9,-10.8,-24.6,-43.9,0,0,1134,0,196,0,
0.6300,-10.8,-22.5,58.1,40.2,36.3,-24.0,-18.5,37.3,-1338.8,0.0,125.4,104.8,-41.3,-58.8,-13.4,-65.3,-9.9,-3462.0,113.6,-22.7,-2350.5,-28.8,-41.1,-56.5,0,0,1140,0,197,0,
0.6333,5.7,-21.9,70.9,39.6,48.8,-21.6,-11.7,29.9,-1041.3,11.7,146.3,123.9,-38.9,-44.1,-2.7,-49.7,-9.9,-3449.7,127.1,-15.2,-2337.3,-11.7,-24.6,-47.2,0,0,1146,0,198,0,
